phase,provider,model,type,puzzle_id,attempt_idx,tokens_in,tokens_out,ttft_ms,e2e_ms,reasoning
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,image8.jpg,4,722,76,4813.8,4813.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,image4.jpg,5,417,2048,41127.1,41127.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,image8.jpg,6,720,54,2359.5,2359.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,image9.jpg,7,575,34,1838.1,1838.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,image1.jpg,8,9154,2048,45890.5,45890.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,image9.jpg,9,576,34,2002.2,2002.2,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,image6.jpg,10,469,84,2995.9,2995.9,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,,10,14089,4548,,109068.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Path_Finder,path7.JPG,1,24235,18,11156.8,11156.8,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Path_Finder,path7.JPG,1,24235,18,,11156.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice10.png,1,1834,18,2506.5,2506.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice4.png,2,1837,2048,41928.1,41928.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice6.png,3,1324,37,3494.8,3494.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice6.png,4,1326,31,4866.9,4866.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice4.png,5,1836,17,2965.0,2965.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice8.png,6,1834,18,3513.9,3513.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice4.png,7,1840,17,3278.1,3278.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice5.png,8,1834,17,3222.4,3222.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice12.png,9,1836,37,4995.2,4995.2,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,dice5.png,10,1839,17,3730.2,3730.2,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,,10,17340,2257,,74501.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Misleading_Click,image1.png,1,1175,45,5057.8,5057.8,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Misleading_Click,image1.png,1,1175,45,,5057.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image16.png,1,412,33,2230.3,2230.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image16.png,2,413,33,3035.2,3035.2,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image22.png,3,412,32,1868.2,1868.2,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image16.png,4,414,33,2833.0,2833.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image11.png,5,414,33,3021.7,3021.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image13.png,6,415,53,3624.0,3624.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image19.png,7,412,52,4449.0,4449.0,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,image19.png,7,2892,269,,21061.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Connect_Icon,puzzle3.json,1,1983,20,3367.9,3367.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Connect_Icon,puzzle14.json,2,5738,20,4804.7,4804.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Connect_Icon,puzzle15.json,3,5741,29,5596.0,5596.0,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Connect_Icon,puzzle15.json,3,13462,69,,13768.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual6.png,1,1279,35,4630.9,4630.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual11.png,2,1279,37,6053.0,6053.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual20.png,3,1280,35,3703.4,3703.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual18.png,4,1280,43,4920.8,4920.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual6.png,5,1276,35,3323.1,3323.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual29.png,6,1275,34,2940.2,2940.2,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual29.png,7,1278,2048,58356.4,58356.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual14.png,8,1281,35,3345.0,3345.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual29.png,9,1278,35,5064.3,5064.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,unusual30.png,10,1792,39,4483.8,4483.8,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,,10,13298,2376,,96820.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image2.png,1,519,32,3259.8,3259.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image2.png,2,522,83,3552.3,3552.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image4.png,3,521,119,5476.0,5476.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image7.png,4,535,83,3423.6,3423.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image2.png,5,521,34,3122.6,3122.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image2.png,6,519,87,3939.0,3939.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image8.png,7,535,39,3116.7,3116.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image2.png,8,522,2048,43366.7,43366.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image3.png,9,527,80,3732.7,3732.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,image3.png,10,533,182,4799.6,4799.6,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,,10,5254,2787,,77788.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dart_Count,dart_puzzle_4.json,1,8120,20,8327.1,8327.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dart_Count,dart_puzzle_7.json,2,7519,20,8706.3,8706.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dart_Count,dart_puzzle_14.json,3,12413,2048,56052.9,56052.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dart_Count,dart_puzzle_3.json,4,8121,36,10181.0,10181.0,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dart_Count,dart_puzzle_3.json,4,36173,2124,,83267.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_sad_cat_direction_4.json,1,1599,48,4546.6,4546.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_sad_cat_direction_6.json,2,2112,46,4091.0,4091.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_hungry_cat_direction_4.json,3,1446,30,4032.9,4032.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_gold_direction_8.json,4,3096,33,4897.1,4897.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_polarbear_direction_4.json,5,2141,40,4984.8,4984.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_sad_cat_direction_6.json,6,2113,19,3177.4,3177.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_hungry_cat_direction_4.json,7,1446,51,4202.0,4202.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_hungry_cat_direction_5.json,8,1442,42,3146.8,3146.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_polarbear_direction_2.json,9,2143,29,3608.5,3608.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,puzzle_panda_direction_2.json,10,2823,31,5270.1,5270.1,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,,10,20361,369,,41957.2,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Coordinates,coordinate_sample17.png,1,6433,2048,46052.9,46052.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Coordinates,coordinate_sample13.png,2,6471,2048,45160.9,45160.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Coordinates,coordinate_sample13.png,3,6467,20,4748.1,4748.1,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Coordinates,coordinate_sample13.png,3,19371,4116,,95961.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image2.png,1,5770,2048,51911.1,51911.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image18.png,2,6396,20,7303.6,7303.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image7.png,3,6397,2048,49751.0,49751.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image20.png,4,6942,2048,47472.4,47472.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image3.png,5,6430,2048,50314.5,50314.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image7.png,6,6399,30,7462.9,7462.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image12.png,7,6912,2048,48557.0,48557.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image19.png,8,6945,31,9464.1,9464.1,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,ground_image19.png,8,52191,10321,,272236.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images6,1,830,33,2551.9,2551.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images5,2,828,36,2945.4,2945.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images11,3,831,35,4556.4,4556.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images17,4,827,33,2286.5,2286.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images15,5,827,36,2521.4,2521.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images11,6,831,34,2588.0,2588.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images18,7,829,34,2914.4,2914.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images10,8,828,32,2809.7,2809.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images15,9,829,36,5512.7,5512.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,images9,10,832,32,2465.6,2465.6,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,,10,8292,341,,31152.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,vtt_000003.jpg,1,471,52,2811.9,2811.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,geetest_000004.jpg,2,297,48,2712.4,2712.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,dingxiang_000003.jpg,3,251,50,5573.4,5573.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,dingxiang_000001.jpg,4,252,45,3224.4,3224.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,dingxiang_000005.jpg,5,248,55,4903.7,4903.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,vtt_000001.jpg,6,469,61,3594.8,3594.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,geetest_000002.jpg,7,297,30,1685.3,1685.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,geetest_000001.jpg,8,301,2048,42955.0,42955.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,vtt_000005.jpg,9,474,31,1639.7,1639.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,vtt_000002.jpg,10,469,56,3444.0,3444.0,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,,10,3529,2476,,72544.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example11.png,1,7498,2048,51106.3,51106.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example8.png,2,11587,2048,51100.9,51100.9,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example2.png,3,6380,2048,50973.3,50973.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example5.png,4,10223,2048,57352.2,57352.2,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example15.png,5,5530,2048,75595.0,75595.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example4.png,6,6380,2048,47886.6,47886.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example14.png,7,3508,29,5166.6,5166.6,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example11.png,8,7498,31,8033.5,8033.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example2.png,9,6383,2048,48380.1,48380.1,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example12.png,10,7501,35,9198.7,9198.7,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,example12.png,10,72488,14431,,404793.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo14.png,1,16756,32,12242.4,12242.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo8.png,2,16757,2048,80283.5,80283.5,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo7.png,3,16754,2048,84887.3,84887.3,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo16.png,4,2298,19,3466.4,3466.4,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo20.png,5,2345,21,3569.8,3569.8,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo15.png,6,16752,2048,51657.7,51657.7,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo6.png,7,16753,19,9499.0,9499.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo15.png,8,16756,19,9442.0,9442.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo12.png,9,16754,2048,72033.0,72033.0,
attempt,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,bingo16.png,10,2301,2048,63168.1,63168.1,
summary,fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,,10,124226,10350,,390249.4,
