type,puzzle_id,raw_response,parsed,ground_truth,error_description,reasoning,tokens_in,tokens_out
Patch_Select,image6.jpg,"{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 20]}","{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 20]}","{""grid_size"": [5, 5], ""correct_patches"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18]}","多选 2 个错误索引: [10, 20]",,592,75
Patch_Select,image7.jpg,"{""answer_type"": ""multi_select"", ""indices"": [12, 13, 17, 18]}","{""answer_type"": ""multi_select"", ""indices"": [12, 13, 17, 18]}","{""grid_size"": [5, 5], ""correct_patches"": [12, 13, 17]}",多选 1 个错误索引: [18],,584,29
Patch_Select,image5.jpg,"{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 5, 6, 7]}","{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 5, 6, 7]}","{""grid_size"": [5, 5], ""correct_patches"": [0, 1, 5, 6]}","多选 2 个错误索引: [2, 7]",,584,31
Patch_Select,image10.jpg,"{""answer_type"": ""multi_select"", ""indices"": [22, 23, 24]}","{""answer_type"": ""multi_select"", ""indices"": [22, 23, 24]}","{""grid_size"": [5, 5], ""correct_patches"": [17, 18, 21, 22, 23]}","缺失 3 个正确索引: [17, 18, 21]；多选 1 个错误索引: [24]",,584,25
Patch_Select,image9.jpg,"{""answer_type"": ""multi_select"", ""indices"": [20, 21, 22, 23, 24]}","{""answer_type"": ""multi_select"", ""indices"": [20, 21, 22, 23, 24]}","{""grid_size"": [5, 5], ""correct_patches"": [16, 17, 18, 21, 22, 23]}","缺失 3 个正确索引: [16, 17, 18]；多选 2 个错误索引: [20, 24]",,584,33
Patch_Select,image8.jpg,"{""answer_type"": ""multi_select"", ""indices"": [6, 7, 10, 11, 12, 15, 16, 17, 19, 24]}","{""answer_type"": ""multi_select"", ""indices"": [6, 7, 10, 11, 12, 15, 16, 17, 19, 24]}","{""grid_size"": [5, 5], ""correct_patches"": [16, 17, 21, 22]}","缺失 2 个正确索引: [21, 22]；多选 8 个错误索引: [6, 7, 10, 11, 12, 15, 19, 24]",,585,51
Patch_Select,image2.jpg,"{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13]}","{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13]}","{""grid_size"": [5, 5], ""correct_patches"": [5, 6, 7, 10, 11, 12, 15, 16]}","缺失 4 个正确索引: [7, 11, 15, 16]；多选 7 个错误索引: [0, 1, 2, 4, 8, 9, 13]",,584,49
Patch_Select,image1.jpg,"{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 4, 5, 6, 8, 9, 10, 12]}","{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 4, 5, 6, 8, 9, 10, 12]}","{""grid_size"": [5, 5], ""correct_patches"": [0, 1, 2, 3, 5, 6, 7, 8, 11, 12, 13]}","缺失 4 个正确索引: [3, 7, 11, 13]；多选 3 个错误索引: [4, 9, 10]",,584,45
Geometry_Click,vtt_000001.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 484, ""y"": 526}}","{""answer_type"": ""single_point"", ""point"": {""x"": 484, ""y"": 526}}","{""bbox"": [85.0, 170.0, 145.0, 265.0], ""shape"": ""circle"", ""target_position"": {""x"": 115.0, ""y"": 217.5}, ""tolerance"": 47.5}","预测坐标 (484.0,526.0) 距离 GT (115.0,217.5) 为 481.0px，超过容差 47.5px，说明定位偏离目标区域。",,456,29
Geometry_Click,vtt_000002.jpg,"{""answer_type"":""single_point"",""point"":{""x"":865,""y"":295}}","{""answer_type"": ""single_point"", ""point"": {""x"": 865, ""y"": 295}}","{""bbox"": [500.0, 100.0, 550.0, 165.0], ""shape"": ""circle"", ""target_position"": {""x"": 525.0, ""y"": 132.5}, ""tolerance"": 32.5}","预测坐标 (865.0,295.0) 距离 GT (525.0,132.5) 为 376.8px，超过容差 32.5px，说明定位偏离目标区域。",,454,23
Geometry_Click,vtt_000004.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 470, ""y"": 487}}","{""answer_type"": ""single_point"", ""point"": {""x"": 470, ""y"": 487}}","{""bbox"": [170.0, 160.0, 225.0, 255.0], ""shape"": ""circle"", ""target_position"": {""x"": 197.5, ""y"": 207.5}, ""tolerance"": 47.5}","预测坐标 (470.0,487.0) 距离 GT (197.5,207.5) 为 390.4px，超过容差 47.5px，说明定位偏离目标区域。",,457,29
Geometry_Click,geetest_000002.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 730, ""y"": 406}}","{""answer_type"": ""single_point"", ""point"": {""x"": 730, ""y"": 406}}","{""bbox"": [253.0, 120.0, 285.0, 160.0], ""shape"": ""circle"", ""target_position"": {""x"": 269.0, ""y"": 140.0}, ""tolerance"": 20.0}","预测坐标 (730.0,406.0) 距离 GT (269.0,140.0) 为 532.2px，超过容差 20.0px，说明定位偏离目标区域。",,458,29
Geometry_Click,geetest_000005.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 953, ""y"": 439}}","{""answer_type"": ""single_point"", ""point"": {""x"": 953, ""y"": 439}}","{""bbox"": [320.0, 110.0, 350.0, 180.0], ""shape"": ""circle"", ""target_position"": {""x"": 335.0, ""y"": 145.0}, ""tolerance"": 35.0}","预测坐标 (953.0,439.0) 距离 GT (335.0,145.0) 为 684.4px，超过容差 35.0px，说明定位偏离目标区域。",,458,29
Geometry_Click,dingxiang_000004.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 90, ""y"": 145}}","{""answer_type"": ""single_point"", ""point"": {""x"": 90, ""y"": 145}}","{""bbox"": [35.0, 105.0, 75.0, 145.0], ""shape"": ""circle"", ""target_position"": {""x"": 55.0, ""y"": 125.0}, ""tolerance"": 20.0}","预测坐标 (90.0,145.0) 距离 GT (55.0,125.0) 为 40.3px，超过容差 20.0px，说明定位偏离目标区域。",,457,28
Geometry_Click,dingxiang_000005.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 250, ""y"": 100}}","{""answer_type"": ""single_point"", ""point"": {""x"": 250, ""y"": 100}}","{""bbox"": [130.0, 60.0, 185.0, 125.0], ""shape"": ""circle"", ""target_position"": {""x"": 157.5, ""y"": 92.5}, ""tolerance"": 32.5}","预测坐标 (250.0,100.0) 距离 GT (157.5,92.5) 为 92.8px，超过容差 32.5px，说明定位偏离目标区域。",,462,29
Geometry_Click,dingxiang_000003.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 428, ""y"": 605}}","{""answer_type"": ""single_point"", ""point"": {""x"": 428, ""y"": 605}}","{""bbox"": [100.0, 55.0, 125.0, 145.0], ""shape"": ""circle"", ""target_position"": {""x"": 112.5, ""y"": 100.0}, ""tolerance"": 45.0}","预测坐标 (428.0,605.0) 距离 GT (112.5,100.0) 为 595.5px，超过容差 45.0px，说明定位偏离目标区域。",,457,29
Geometry_Click,geetest_000004.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 211, ""y"": 211}}","{""answer_type"": ""single_point"", ""point"": {""x"": 211, ""y"": 211}}","{""bbox"": [160.0, 180.0, 205.0, 225.0], ""shape"": ""circle"", ""target_position"": {""x"": 182.5, ""y"": 202.5}, ""tolerance"": 22.5}","预测坐标 (211.0,211.0) 距离 GT (182.5,202.5) 为 29.7px，超过容差 22.5px，说明定位偏离目标区域。",,458,29
Geometry_Click,dingxiang_000002.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 250, ""y"": 130}}","{""answer_type"": ""single_point"", ""point"": {""x"": 250, ""y"": 130}}","{""bbox"": [240.0, 65.0, 295.0, 115.0], ""shape"": ""circle"", ""target_position"": {""x"": 267.5, ""y"": 90.0}, ""tolerance"": 27.5}","预测坐标 (250.0,130.0) 距离 GT (267.5,90.0) 为 43.7px，超过容差 27.5px，说明定位偏离目标区域。",,457,29
Geometry_Click,vtt_000003.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 333, ""y"": 188}}","{""answer_type"": ""single_point"", ""point"": {""x"": 333, ""y"": 188}}","{""bbox"": [168.0, 30.0, 230.0, 135.0], ""shape"": ""circle"", ""target_position"": {""x"": 199.0, ""y"": 82.5}, ""tolerance"": 52.5}","预测坐标 (333.0,188.0) 距离 GT (199.0,82.5) 为 170.5px，超过容差 52.5px，说明定位偏离目标区域。",,457,29
Geometry_Click,geetest_000001.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 713, ""y"": 603}}","{""answer_type"": ""single_point"", ""point"": {""x"": 713, ""y"": 603}}","{""bbox"": [195.0, 90.0, 212.0, 165.0], ""shape"": ""circle"", ""target_position"": {""x"": 203.5, ""y"": 127.5}, ""tolerance"": 37.5}","预测坐标 (713.0,603.0) 距离 GT (203.5,127.5) 为 696.9px，超过容差 37.5px，说明定位偏离目标区域。",,462,29
Geometry_Click,vtt_000005.jpg,"{""answer_type"": ""single_point"", ""point"": {""x"": 395, ""y"": 120}}","{""answer_type"": ""single_point"", ""point"": {""x"": 395, ""y"": 120}}","{""bbox"": [210.0, 10.0, 305.0, 125.0], ""shape"": ""circle"", ""target_position"": {""x"": 257.5, ""y"": 67.5}, ""tolerance"": 57.5}","预测坐标 (395.0,120.0) 距离 GT (257.5,67.5) 为 147.2px，超过容差 57.5px，说明定位偏离目标区域。",,457,29
Bingo,bingo8.png,"{""answer_type"": ""swap"", ""pair"": [0, 6]}","{""answer_type"": ""swap"", ""pair"": [0, 6]}","{""swap_pairs"": [[4, 7], [1, 4], [1, 7], [4, 8], [0, 8]]}","任务类型 Bingo 未提供专用分析，请检查原始响应: {""answer_type"": ""swap"", ""pair"": [0, 6]}",,649,17
Dart_Count,dart_puzzle_12.json,"{""answer_type"": ""classify"", ""index"": 13}","{""answer_type"": ""classify"", ""index"": 13}","{""correct_index"": 12}",预测 index=13，GT=12，需检查模型在候选中选择的匹配项是否正确。,,4135,15
Dart_Count,dart_puzzle_13.json,"{""answer_type"": ""classify"", ""index"": 9}","{""answer_type"": ""classify"", ""index"": 9}","{""correct_index"": 10}",预测 index=9，GT=10，需检查模型在候选中选择的匹配项是否正确。,,4135,14
Image_Recognition,images1,"{""answer_type"":""multi_select"",""indices"":[1,2,3,4,5,7,8]}","{""answer_type"": ""multi_select"", ""indices"": [1, 2, 3, 4, 5, 7, 8]}","{""indices_gt"": [1, 2, 3, 4, 5, 7]}",多选 1 个: [8],,2562,25
Image_Recognition,images4,"{""answer_type"":""multi_select"",""indices"":[1,2,3,4,6,7,8]}","{""answer_type"": ""multi_select"", ""indices"": [1, 2, 3, 4, 6, 7, 8]}","{""indices_gt"": [1, 2, 3, 4, 6, 8]}",多选 1 个: [7],,2561,25
Image_Recognition,images2,"{""answer_type"": ""multi_select"", ""indices"": [0, 2, 4, 6, 8]}","{""answer_type"": ""multi_select"", ""indices"": [0, 2, 4, 6, 8]}","{""indices_gt"": [0, 2, 4, 6]}",多选 1 个: [8],,2562,28
Image_Recognition,images13,"{""answer_type"": ""multi_select"", ""indices"": [0, 3, 4, 6, 8]}","{""answer_type"": ""multi_select"", ""indices"": [0, 3, 4, 6, 8]}","{""indices_gt"": [0, 3, 6, 8]}",多选 1 个: [4],,2561,28
Image_Recognition,images11,"{""answer_type"": ""multi_select"", ""indices"": [0, 3, 4, 8]}","{""answer_type"": ""multi_select"", ""indices"": [0, 3, 4, 8]}","{""indices_gt"": [0, 3, 4, 7]}",缺失 1 个目标: [7]；多选 1 个: [8],,2561,25
Image_Recognition,images6,"{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 3, 4, 8]}","{""answer_type"": ""multi_select"", ""indices"": [0, 1, 2, 3, 4, 8]}","{""indices_gt"": [1, 2, 3, 4, 8]}",多选 1 个: [0],,2561,31
Coordinates,coordinate_sample5.png,"{""answer_type"":""classify"",""index"":4}","{""answer_type"": ""classify"", ""index"": 4}","{""correct_index"": 3}",预测 index=4，GT=3，需检查模型在候选中选择的匹配项是否正确。,,2285,11
Pick_Area,image2.png,"{""answer_type"":""single_point"",""point"":{""x"":549,""y"":668}}","{""answer_type"": ""single_point"", ""point"": {""x"": 549, ""y"": 668}}","{""area_box"": [[200, 0], [500, 300]]}","预测点 (549.0,668.0) 不在 GT 区域内。GT 范围 ≈ [200.0,0.0] 到 [500.0,300.0] 像素。",,435,23
Pick_Area,image20.png,"{""answer_type"":""single_point"",""point"":{""x"":225,""y"":300}}","{""answer_type"": ""single_point"", ""point"": {""x"": 225, ""y"": 300}}","{""area_box"": [[100, 0], [496, 130]]}","预测点 (225.0,300.0) 不在 GT 区域内。GT 范围 ≈ [100.0,0.0] 到 [496.0,130.0] 像素。",,435,23
Pick_Area,image6.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 625, ""y"": 525}}","{""answer_type"": ""single_point"", ""point"": {""x"": 625, ""y"": 525}}","{""area_box"": [[0, 0], [320, 190]]}","预测点 (625.0,525.0) 不在 GT 区域内。GT 范围 ≈ [0.0,0.0] 到 [320.0,190.0] 像素。",,435,29
Pick_Area,image5.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 315, ""y"": 256}}","{""answer_type"": ""single_point"", ""point"": {""x"": 315, ""y"": 256}}","{""area_box"": [[200, 300], [510, 500]]}","预测点 (315.0,256.0) 不在 GT 区域内。GT 范围 ≈ [200.0,300.0] 到 [510.0,500.0] 像素。",,435,29
Pick_Area,image18.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 250, ""y"": 250}}","{""answer_type"": ""single_point"", ""point"": {""x"": 250, ""y"": 250}}","{""area_box"": [[70, 330], [410, 495]]}","预测点 (250.0,250.0) 不在 GT 区域内。GT 范围 ≈ [70.0,330.0] 到 [410.0,495.0] 像素。",,435,29
Pick_Area,image3.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 500, ""y"": 699}}","{""answer_type"": ""single_point"", ""point"": {""x"": 500, ""y"": 699}}","{""area_box"": [[270, 0], [500, 300]]}","预测点 (500.0,699.0) 不在 GT 区域内。GT 范围 ≈ [270.0,0.0] 到 [500.0,300.0] 像素。",,435,29
Pick_Area,image23.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 265, ""y"": 406}}","{""answer_type"": ""single_point"", ""point"": {""x"": 265, ""y"": 406}}","{""area_box"": [[240, 0], [496, 230]]}","预测点 (265.0,406.0) 不在 GT 区域内。GT 范围 ≈ [240.0,0.0] 到 [496.0,230.0] 像素。",,435,29
Pick_Area,image11.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 283, ""y"": 303}}","{""answer_type"": ""single_point"", ""point"": {""x"": 283, ""y"": 303}}","{""area_box"": [[0, 0], [260, 290]]}","预测点 (283.0,303.0) 不在 GT 区域内。GT 范围 ≈ [0.0,0.0] 到 [260.0,290.0] 像素。",,435,29
Pick_Area,image28.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 133, ""y"": 235}}","{""answer_type"": ""single_point"", ""point"": {""x"": 133, ""y"": 235}}","{""area_box"": [[110, 0], [420, 170]]}","预测点 (133.0,235.0) 不在 GT 区域内。GT 范围 ≈ [110.0,0.0] 到 [420.0,170.0] 像素。",,435,29
Pick_Area,image1.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 260, ""y"": 700}}","{""answer_type"": ""single_point"", ""point"": {""x"": 260, ""y"": 700}}","{""area_box"": [[10, 150], [280, 490]]}","预测点 (260.0,700.0) 不在 GT 区域内。GT 范围 ≈ [10.0,150.0] 到 [280.0,490.0] 像素。",,435,29
Pick_Area,image30.png,"{""answer_type"":""single_point"",""point"":{""x"":586,""y"":465}}","{""answer_type"": ""single_point"", ""point"": {""x"": 586, ""y"": 465}}","{""area_box"": [[260, 0], [495, 205]]}","预测点 (586.0,465.0) 不在 GT 区域内。GT 范围 ≈ [260.0,0.0] 到 [495.0,205.0] 像素。",,435,23
Pick_Area,image25.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 265, ""y"": 225}}","{""answer_type"": ""single_point"", ""point"": {""x"": 265, ""y"": 225}}","{""area_box"": [[320, 0], [495, 360]]}","预测点 (265.0,225.0) 不在 GT 区域内。GT 范围 ≈ [320.0,0.0] 到 [495.0,360.0] 像素。",,435,29
Pick_Area,image27.png,"{""answer_type"":""single_point"",""point"":{""x"":500,""y"":500}}","{""answer_type"": ""single_point"", ""point"": {""x"": 500, ""y"": 500}}","{""area_box"": [[350, 30], [495, 435]]}","预测点 (500.0,500.0) 不在 GT 区域内。GT 范围 ≈ [350.0,30.0] 到 [495.0,435.0] 像素。",,435,23
Pick_Area,image7.png,"{""answer_type"":""single_point"",""point"":{""x"":396,""y"":315}}","{""answer_type"": ""single_point"", ""point"": {""x"": 396, ""y"": 315}}","{""area_box"": [[110, 80], [270, 450]]}","预测点 (396.0,315.0) 不在 GT 区域内。GT 范围 ≈ [110.0,80.0] 到 [270.0,450.0] 像素。",,435,23
Pick_Area,image15.png,"{""answer_type"":""single_point"",""point"":{""x"":350,""y"":450}}","{""answer_type"": ""single_point"", ""point"": {""x"": 350, ""y"": 450}}","{""area_box"": [[140, 0], [497, 190]]}","预测点 (350.0,450.0) 不在 GT 区域内。GT 范围 ≈ [140.0,0.0] 到 [497.0,190.0] 像素。",,435,23
Pick_Area,image12.png,"{""answer_type"": ""single_point"", ""point"": {""x"": 700, ""y"": 765}}","{""answer_type"": ""single_point"", ""point"": {""x"": 700, ""y"": 765}}","{""area_box"": [[0, 0], [310, 230]]}","预测点 (700.0,765.0) 不在 GT 区域内。GT 范围 ≈ [0.0,0.0] 到 [310.0,230.0] 像素。",,435,29
Pick_Area,image22.png,"{""answer_type"":""single_point"",""point"":{""x"":290,""y"":275}}","{""answer_type"": ""single_point"", ""point"": {""x"": 290, ""y"": 275}}","{""area_box"": [[0, 60], [190, 330]]}","预测点 (290.0,275.0) 不在 GT 区域内。GT 范围 ≈ [0.0,60.0] 到 [190.0,330.0] 像素。",,435,23
