phase,provider,model,type,puzzle_id,attempt_idx,tokens_in,tokens_out,ttft_ms,e2e_ms,reasoning
attempt,anthropic,claude-sonnet-4-5,Image_Recognition,images20,1,1171,56,3164.0,3164.0,
summary,anthropic,claude-sonnet-4-5,Image_Recognition,images20,1,1171,56,,3164.0,
attempt,anthropic,claude-sonnet-4-5,Misleading_Click,image4.png,1,1486,64,4909.3,4909.3,
summary,anthropic,claude-sonnet-4-5,Misleading_Click,image4.png,1,1486,64,,4909.3,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample17.png,1,9294,0,5522.7,5522.7,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample2.png,2,5078,52,5124.9,5124.9,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample15.png,3,9214,0,4188.1,4188.1,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample7.png,4,8082,52,45825.3,45825.3,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample15.png,5,9216,0,3012.8,3012.8,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample11.png,6,9216,0,4156.5,4156.5,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample18.png,7,9118,0,49688.5,49688.5,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample4.png,8,6305,52,4020.5,4020.5,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample16.png,9,9313,0,2801.5,2801.5,
attempt,anthropic,claude-sonnet-4-5,Coordinates,coordinate_sample15.png,10,9216,0,54178.7,54178.7,
summary,anthropic,claude-sonnet-4-5,Coordinates,,10,84052,156,,178519.6,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example17.png,1,6122,52,5214.6,5214.6,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example8.png,2,0,0,3248.5,3248.5,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example4.png,3,9120,52,6987.6,6987.6,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example16.png,4,6112,52,5962.5,5962.5,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example7.png,5,0,0,5406.0,5406.0,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example6.png,6,0,0,4691.9,4691.9,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example1.png,7,9121,52,11157.2,11157.2,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example6.png,8,0,0,5830.8,5830.8,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example1.png,9,9120,52,6878.8,6878.8,
attempt,anthropic,claude-sonnet-4-5,Object_Match,example7.png,10,0,0,4195.3,4195.3,
summary,anthropic,claude-sonnet-4-5,Object_Match,,10,39595,260,,59573.2,
attempt,anthropic,claude-sonnet-4-5,Rotation_Match,puzzle_gold_direction_2.json,1,3769,52,4053.7,4053.7,
attempt,anthropic,claude-sonnet-4-5,Rotation_Match,puzzle_polarbear_direction_3.json,2,3460,52,8244.1,8244.1,
attempt,anthropic,claude-sonnet-4-5,Rotation_Match,puzzle_gold_direction_5.json,3,3770,52,3940.4,3940.4,
attempt,anthropic,claude-sonnet-4-5,Rotation_Match,puzzle_cat_direction_1.json,4,2657,52,3451.8,3451.8,
summary,anthropic,claude-sonnet-4-5,Rotation_Match,puzzle_cat_direction_1.json,4,13656,208,,19690.1,
attempt,anthropic,claude-sonnet-4-5,Geometry_Click,vtt_000005.jpg,1,1285,64,3063.1,3063.1,
summary,anthropic,claude-sonnet-4-5,Geometry_Click,vtt_000005.jpg,1,1285,64,,3063.1,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo23.png,1,2612,57,5342.7,5342.7,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo20.png,2,2623,57,3458.0,3458.0,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo2.png,3,1745,57,3371.6,3371.6,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo12.png,4,2588,57,5346.9,5346.9,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo1.png,5,1849,57,3522.7,3522.7,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo3.png,6,1718,57,3744.5,3744.5,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo1.png,7,1851,57,2957.8,2957.8,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo4.png,8,1715,57,3129.3,3129.3,
attempt,anthropic,claude-sonnet-4-5,Bingo,bingo20.png,9,2624,57,4980.3,4980.3,
summary,anthropic,claude-sonnet-4-5,Bingo,bingo20.png,9,19325,513,,35853.7,
attempt,anthropic,claude-sonnet-4-5,Place_Dot,path6.png,1,1439,64,3271.2,3271.2,
attempt,anthropic,claude-sonnet-4-5,Place_Dot,path7.png,2,1437,64,3971.8,3971.8,
attempt,anthropic,claude-sonnet-4-5,Place_Dot,path6.png,3,1439,64,3193.3,3193.3,
attempt,anthropic,claude-sonnet-4-5,Place_Dot,path23.png,4,1435,64,3714.7,3714.7,
summary,anthropic,claude-sonnet-4-5,Place_Dot,path23.png,4,5750,256,,14151.1,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image7.png,1,9144,52,8081.2,8081.2,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image9.png,2,9142,52,6367.1,6367.1,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image15.png,3,9305,52,35585.7,35585.7,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image20.png,4,9348,52,7845.6,7845.6,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image12.png,5,9308,52,46437.6,46437.6,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image20.png,6,9345,52,6794.7,6794.7,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image17.png,7,9138,52,6185.4,6185.4,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image14.png,8,9306,52,48683.2,48683.2,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image17.png,9,9140,52,8088.8,8088.8,
attempt,anthropic,claude-sonnet-4-5,Image_Matching,ground_image9.png,10,9141,52,8905.4,8905.4,
summary,anthropic,claude-sonnet-4-5,Image_Matching,,10,92317,520,,182974.6,
attempt,anthropic,claude-sonnet-4-5,Dice_Count,dice9.png,1,2503,52,4648.5,4648.5,
attempt,anthropic,claude-sonnet-4-5,Dice_Count,dice6.png,2,2335,52,5062.7,5062.7,
attempt,anthropic,claude-sonnet-4-5,Dice_Count,dice8.png,3,2504,52,4242.1,4242.1,
attempt,anthropic,claude-sonnet-4-5,Dice_Count,dice1.png,4,2500,52,6800.2,6800.2,
attempt,anthropic,claude-sonnet-4-5,Dice_Count,dice5.png,5,2506,52,3149.1,3149.1,
attempt,anthropic,claude-sonnet-4-5,Dice_Count,dice6.png,6,2338,52,6056.9,6056.9,
attempt,anthropic,claude-sonnet-4-5,Dice_Count,dice1.png,7,2506,52,3627.9,3627.9,
summary,anthropic,claude-sonnet-4-5,Dice_Count,dice1.png,7,17192,364,,33587.5,
attempt,anthropic,claude-sonnet-4-5,Patch_Select,image10.jpg,1,1228,62,5220.5,5220.5,
attempt,anthropic,claude-sonnet-4-5,Patch_Select,image6.jpg,2,1203,113,2907.0,2907.0,
attempt,anthropic,claude-sonnet-4-5,Patch_Select,image7.jpg,3,1401,62,2846.0,2846.0,
summary,anthropic,claude-sonnet-4-5,Patch_Select,image7.jpg,3,3832,237,,10973.5,
attempt,anthropic,claude-sonnet-4-5,Connect_Icon,puzzle14.json,1,8340,52,6916.6,6916.6,
attempt,anthropic,claude-sonnet-4-5,Connect_Icon,puzzle6.json,2,2978,52,4243.2,4243.2,
attempt,anthropic,claude-sonnet-4-5,Connect_Icon,puzzle16.json,3,8321,52,6908.5,6908.5,
summary,anthropic,claude-sonnet-4-5,Connect_Icon,puzzle16.json,3,19639,156,,18068.3,
attempt,anthropic,claude-sonnet-4-5,Select_Animal,image25.png,1,2283,56,36962.2,36962.2,
summary,anthropic,claude-sonnet-4-5,Select_Animal,image25.png,1,2283,56,,36962.2,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image7.png,1,1160,64,2655.2,2655.2,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image9.png,2,1163,64,3711.3,3711.3,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image16.png,3,1164,64,3127.2,3127.2,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image25.png,4,1166,64,2815.6,2815.6,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image25.png,5,1162,64,6213.2,6213.2,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image29.png,6,1166,64,2791.9,2791.9,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image29.png,7,1166,64,3626.5,3626.5,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image25.png,8,1165,64,3115.7,3115.7,
attempt,anthropic,claude-sonnet-4-5,Pick_Area,image2.png,9,1165,64,3014.6,3014.6,
summary,anthropic,claude-sonnet-4-5,Pick_Area,image2.png,9,10477,576,,31071.2,
