phase,provider,model,type,puzzle_id,attempt_idx,tokens_in,tokens_out,ttft_ms,e2e_ms,reasoning
summary,openai,gpt-5.1,Misleading_Click,image1.png,1,872,27,,6380.8,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample12.png,1,6586,21,8345.6,8350.9,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample16.png,2,5679,21,6112.6,6115.1,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample2.png,3,4066,21,5860.8,5866.2,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample5.png,4,5607,21,5180.8,5186.0,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample5.png,5,5611,21,6024.8,6027.0,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample11.png,6,5329,24,7564.5,7568.4,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample9.png,7,5607,24,9462.3,9470.0,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample7.png,8,5606,21,9532.6,9538.1,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample4.png,9,5607,21,6738.8,6743.5,
attempt,openai,gpt-5.1,Coordinates,coordinate_sample9.png,10,5609,24,10833.5,10836.3,
summary,openai,gpt-5.1,Coordinates,,10,55307,219,,75701.4,
attempt,openai,gpt-5.1,Object_Match,example7.png,1,4072,21,14504.0,14516.3,
attempt,openai,gpt-5.1,Object_Match,example20.png,2,4068,21,11260.9,11269.7,
attempt,openai,gpt-5.1,Object_Match,example7.png,3,4067,21,15088.5,15094.7,
summary,openai,gpt-5.1,Object_Match,example7.png,3,12207,63,,40880.7,
attempt,openai,gpt-5.1,Rotation_Match,puzzle_gold_direction_1.json,1,1497,20,5156.9,5159.6,
attempt,openai,gpt-5.1,Rotation_Match,puzzle_sad_cat_direction_8.json,2,1782,20,4377.3,4380.9,
attempt,openai,gpt-5.1,Rotation_Match,puzzle_sad_cat_direction_5.json,3,1498,20,3734.0,3737.1,
attempt,openai,gpt-5.1,Rotation_Match,puzzle_gold_direction_2.json,4,1500,20,5244.3,5247.7,
attempt,openai,gpt-5.1,Rotation_Match,puzzle_polarbear_direction_3.json,5,1778,23,4655.4,4660.2,
attempt,openai,gpt-5.1,Rotation_Match,puzzle_panda_direction_2.json,6,1500,20,6211.9,6215.3,
attempt,openai,gpt-5.1,Rotation_Match,puzzle_panda_direction_3.json,7,1498,23,6169.7,6171.8,
summary,openai,gpt-5.1,Rotation_Match,puzzle_panda_direction_3.json,7,11053,146,,35572.6,
attempt,openai,gpt-5.1,Geometry_Click,geetest_000003.jpg,1,469,27,1915.5,1916.2,
summary,openai,gpt-5.1,Geometry_Click,geetest_000003.jpg,1,469,27,,1916.2,
attempt,openai,gpt-5.1,Bingo,bingo7.png,1,1086,22,5041.9,5051.4,
attempt,openai,gpt-5.1,Bingo,bingo24.png,2,1084,22,4956.9,4960.4,
attempt,openai,gpt-5.1,Bingo,bingo24.png,3,1082,22,6411.1,6412.9,
attempt,openai,gpt-5.1,Bingo,bingo8.png,4,1079,22,5262.4,5275.7,
summary,openai,gpt-5.1,Bingo,bingo8.png,4,4331,88,,21700.5,
attempt,openai,gpt-5.1,Place_Dot,path15.png,1,976,27,2876.8,2879.8,
attempt,openai,gpt-5.1,Place_Dot,path19.png,2,979,27,2097.9,2099.9,
attempt,openai,gpt-5.1,Place_Dot,path5.png,3,976,27,2299.5,2301.5,
attempt,openai,gpt-5.1,Place_Dot,path23.png,4,973,33,2787.3,2789.1,
attempt,openai,gpt-5.1,Place_Dot,path1.png,5,975,27,2606.3,2610.4,
attempt,openai,gpt-5.1,Place_Dot,path17.png,6,975,27,2506.7,2508.7,
attempt,openai,gpt-5.1,Place_Dot,path10.png,7,975,27,2404.2,2405.6,
attempt,openai,gpt-5.1,Place_Dot,path10.png,8,977,33,3587.7,3588.8,
summary,openai,gpt-5.1,Place_Dot,path10.png,8,7806,228,,21183.7,
attempt,openai,gpt-5.1,Image_Matching,ground_image6.png,1,4117,21,15512.5,15522.7,
summary,openai,gpt-5.1,Image_Matching,ground_image6.png,1,4117,21,,15522.7,
attempt,openai,gpt-5.1,Dice_Count,dice10.png,1,1265,20,4620.1,4621.3,
attempt,openai,gpt-5.1,Dice_Count,dice7.png,2,989,20,4126.8,4128.9,
summary,openai,gpt-5.1,Dice_Count,dice7.png,2,2254,40,,8750.2,
attempt,openai,gpt-5.1,Patch_Select,image5.jpg,1,598,27,1708.1,1708.8,
attempt,openai,gpt-5.1,Patch_Select,image1.jpg,2,1015,43,4261.4,4263.5,
attempt,openai,gpt-5.1,Patch_Select,image6.jpg,3,602,53,2752.5,2754.2,
attempt,openai,gpt-5.1,Patch_Select,image3.jpg,4,595,37,2130.2,2131.8,
attempt,openai,gpt-5.1,Patch_Select,image10.jpg,5,594,30,2302.4,2303.8,
attempt,openai,gpt-5.1,Patch_Select,image4.jpg,6,596,27,1242.1,1243.8,
attempt,openai,gpt-5.1,Patch_Select,image1.jpg,7,1015,43,5251.7,5253.4,
attempt,openai,gpt-5.1,Patch_Select,image2.jpg,8,595,43,2022.0,2023.7,
attempt,openai,gpt-5.1,Patch_Select,image10.jpg,9,597,21,1389.7,1390.8,
attempt,openai,gpt-5.1,Patch_Select,image6.jpg,10,602,53,2604.3,2605.3,
summary,openai,gpt-5.1,Patch_Select,,10,6809,377,,25679.2,
attempt,openai,gpt-5.1,Connect_Icon,puzzle15.json,1,5682,21,11406.1,11413.1,
attempt,openai,gpt-5.1,Connect_Icon,puzzle14.json,2,5685,21,12157.8,12161.0,
summary,openai,gpt-5.1,Connect_Icon,puzzle14.json,2,11367,42,,23574.1,
attempt,openai,gpt-5.1,Select_Animal,image6.png,1,926,21,3669.9,3678.0,
summary,openai,gpt-5.1,Select_Animal,image6.png,1,926,21,,3678.0,
attempt,openai,gpt-5.1,Pick_Area,image20.png,1,458,27,3135.0,3139.4,
attempt,openai,gpt-5.1,Pick_Area,image17.png,2,455,27,2238.0,2240.1,
attempt,openai,gpt-5.1,Pick_Area,image13.png,3,455,27,2316.8,2318.4,
attempt,openai,gpt-5.1,Pick_Area,image20.png,4,454,33,2838.4,2839.5,
attempt,openai,gpt-5.1,Pick_Area,image2.png,5,453,27,2084.1,2087.9,
attempt,openai,gpt-5.1,Pick_Area,image4.png,6,457,27,2021.0,2022.8,
summary,openai,gpt-5.1,Pick_Area,image4.png,6,2732,168,,14648.0,
