phase,provider,model,type,puzzle_id,attempt_idx,tokens_in,tokens_out,ttft_ms,e2e_ms,reasoning
summary,openai,gpt-5-chat-latest,Click_Order,,10,8780,600,,32541.7,
attempt,openai,gpt-5-chat-latest,Select_Animal,image10.png,1,931,14,3929.6,3931.5,
summary,openai,gpt-5-chat-latest,Select_Animal,image10.png,1,931,14,,3931.5,
attempt,openai,gpt-5-chat-latest,Patch_Select,image1.jpg,1,1015,38,4094.4,4095.9,
attempt,openai,gpt-5-chat-latest,Patch_Select,image10.jpg,2,603,23,970.9,973.0,
attempt,openai,gpt-5-chat-latest,Patch_Select,image5.jpg,3,595,23,800.8,802.4,
summary,openai,gpt-5-chat-latest,Patch_Select,image5.jpg,3,2213,84,,5871.3,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle4.json,1,2536,14,3943.2,3946.8,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle3.json,2,2954,14,6077.9,6081.4,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle7.json,3,2535,14,3075.4,3078.8,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle5.json,4,2533,14,4875.0,4878.0,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle9.json,5,2119,14,2956.8,2959.7,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle6.json,6,2532,14,4130.6,4134.2,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle1.json,7,1976,14,6882.3,6885.5,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle2.json,8,2113,14,3727.0,3730.8,
attempt,openai,gpt-5-chat-latest,Connect_Icon,puzzle10.json,9,2117,14,4039.4,4042.5,
summary,openai,gpt-5-chat-latest,Connect_Icon,puzzle10.json,9,21415,126,,39737.7,
attempt,openai,gpt-5-chat-latest,Path_Finder,path9.JPG,1,4111,14,9513.8,9517.5,
summary,openai,gpt-5-chat-latest,Path_Finder,path9.JPG,1,4111,14,,9517.5,
attempt,openai,gpt-5-chat-latest,Unusual_Detection,unusual3.png,1,950,14,3074.3,3075.7,
attempt,openai,gpt-5-chat-latest,Unusual_Detection,unusual1.png,2,953,17,2933.5,2936.6,
summary,openai,gpt-5-chat-latest,Unusual_Detection,unusual1.png,2,1903,31,,6012.3,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice6.png,1,989,13,2595.3,2597.6,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice1.png,2,1267,13,5989.4,5993.9,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice8.png,3,1267,13,4133.2,4137.0,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice7.png,4,990,13,2850.4,2853.9,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice9.png,5,1266,13,4033.5,4037.8,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice5.png,6,1268,13,3442.3,3446.3,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice10.png,7,1268,13,3817.9,3821.8,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice2.png,8,1265,13,4961.9,4965.6,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice3.png,9,1263,13,7619.2,7622.9,
attempt,openai,gpt-5-chat-latest,Dice_Count,dice4.png,10,1267,13,5538.3,5542.0,
summary,openai,gpt-5-chat-latest,Dice_Count,,10,12110,130,,45018.7,
attempt,openai,gpt-5-chat-latest,Coordinates,coordinate_sample4.png,1,5613,14,10294.8,10299.1,
attempt,openai,gpt-5-chat-latest,Coordinates,coordinate_sample6.png,2,5333,14,4365.1,4369.3,
attempt,openai,gpt-5-chat-latest,Coordinates,coordinate_sample5.png,3,5607,14,5416.2,5421.3,
attempt,openai,gpt-5-chat-latest,Coordinates,coordinate_sample10.png,4,5612,14,9265.2,9272.8,
attempt,openai,gpt-5-chat-latest,Coordinates,coordinate_sample8.png,5,5607,14,9359.2,9365.2,
summary,openai,gpt-5-chat-latest,Coordinates,coordinate_sample8.png,5,27772,70,,38727.7,
attempt,openai,gpt-5-chat-latest,Geometry_Click,geetest_000005.jpg,1,476,23,1388.5,1389.0,
attempt,openai,gpt-5-chat-latest,Geometry_Click,vtt_000001.jpg,2,613,23,1482.2,1483.8,
attempt,openai,gpt-5-chat-latest,Geometry_Click,geetest_000004.jpg,3,478,23,1171.7,1173.1,
attempt,openai,gpt-5-chat-latest,Geometry_Click,dingxiang_000003.jpg,4,477,23,1059.8,1061.9,
attempt,openai,gpt-5-chat-latest,Geometry_Click,vtt_000003.jpg,5,612,23,1383.2,1385.9,
attempt,openai,gpt-5-chat-latest,Geometry_Click,dingxiang_000002.jpg,6,481,23,1049.8,1050.5,
attempt,openai,gpt-5-chat-latest,Geometry_Click,dingxiang_000005.jpg,7,480,23,1592.8,1594.4,
attempt,openai,gpt-5-chat-latest,Geometry_Click,geetest_000001.jpg,8,479,23,973.5,975.3,
attempt,openai,gpt-5-chat-latest,Geometry_Click,vtt_000004.jpg,9,619,23,998.0,999.8,
attempt,openai,gpt-5-chat-latest,Geometry_Click,vtt_000002.jpg,10,613,23,1259.0,1260.3,
summary,openai,gpt-5-chat-latest,Geometry_Click,,10,5328,230,,12374.1,
attempt,openai,gpt-5-chat-latest,Pick_Area,image8.png,1,877,23,7917.0,7923.4,
attempt,openai,gpt-5-chat-latest,Pick_Area,image3.png,2,877,23,11282.6,11291.0,
attempt,openai,gpt-5-chat-latest,Pick_Area,image6.png,3,875,23,11039.9,11048.1,
attempt,openai,gpt-5-chat-latest,Pick_Area,image2.png,4,876,23,5288.4,5294.6,
attempt,openai,gpt-5-chat-latest,Pick_Area,image10.png,5,876,23,4723.5,4727.7,
attempt,openai,gpt-5-chat-latest,Pick_Area,image4.png,6,876,23,6895.5,6901.9,
attempt,openai,gpt-5-chat-latest,Pick_Area,image9.png,7,874,23,6317.9,6323.0,
attempt,openai,gpt-5-chat-latest,Pick_Area,image7.png,8,879,23,7786.4,7791.9,
attempt,openai,gpt-5-chat-latest,Pick_Area,image1.png,9,872,23,2933.9,2936.0,
attempt,openai,gpt-5-chat-latest,Pick_Area,image5.png,10,876,23,5239.6,5244.0,
summary,openai,gpt-5-chat-latest,Pick_Area,,10,8758,230,,69481.6,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image1.png,1,4120,14,20824.0,20837.6,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image2.png,2,4115,14,15185.8,15192.6,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image6.png,3,4116,14,14379.0,14385.9,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image4.png,4,4749,14,23671.7,23681.4,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image8.png,5,4114,14,12858.8,12866.8,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image3.png,6,4116,14,18266.1,18271.5,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image10.png,7,4750,14,16180.6,16188.1,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image7.png,8,4118,14,12140.8,12146.5,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image9.png,9,4119,14,17626.5,17632.2,
attempt,openai,gpt-5-chat-latest,Image_Matching,ground_image5.png,10,4119,14,14124.0,14129.8,
summary,openai,gpt-5-chat-latest,Image_Matching,,10,42436,140,,165332.3,
attempt,openai,gpt-5-chat-latest,Dart_Count,dart_puzzle_5.json,1,8520,14,13029.7,13041.1,
attempt,openai,gpt-5-chat-latest,Dart_Count,dart_puzzle_1.json,2,8518,14,21086.5,21092.8,
attempt,openai,gpt-5-chat-latest,Dart_Count,dart_puzzle_4.json,3,8522,14,21373.4,21380.2,
summary,openai,gpt-5-chat-latest,Dart_Count,dart_puzzle_4.json,3,25560,42,,55514.2,
attempt,openai,gpt-5-chat-latest,Image_Recognition,images2,1,2196,26,1388.0,1390.6,
attempt,openai,gpt-5-chat-latest,Image_Recognition,images3,2,2197,26,1709.5,1714.1,
summary,openai,gpt-5-chat-latest,Image_Recognition,images3,2,4393,52,,3104.8,
attempt,openai,gpt-5-chat-latest,Bingo,bingo10.png,1,1081,16,2381.9,2383.3,
attempt,openai,gpt-5-chat-latest,Bingo,bingo1.png,2,1083,16,2277.9,2280.3,
attempt,openai,gpt-5-chat-latest,Bingo,bingo7.png,3,1084,16,5352.6,5356.8,
attempt,openai,gpt-5-chat-latest,Bingo,bingo15.png,4,1084,16,2292.6,2302.0,
summary,openai,gpt-5-chat-latest,Bingo,bingo15.png,4,4332,64,,12322.5,
attempt,openai,gpt-5-chat-latest,Object_Match,example1.png,1,4073,14,13013.6,13022.6,
attempt,openai,gpt-5-chat-latest,Object_Match,example6.png,2,4071,14,21536.2,21550.0,
attempt,openai,gpt-5-chat-latest,Object_Match,example3.png,3,4068,14,13428.2,13437.2,
attempt,openai,gpt-5-chat-latest,Object_Match,example10.png,4,4067,14,25422.7,25436.7,
summary,openai,gpt-5-chat-latest,Object_Match,example10.png,4,16279,56,,73446.6,
attempt,openai,gpt-5-chat-latest,Place_Dot,path8.png,1,981,23,2140.6,2141.2,
attempt,openai,gpt-5-chat-latest,Place_Dot,path10.png,2,979,23,1427.3,1429.3,
attempt,openai,gpt-5-chat-latest,Place_Dot,path4.png,3,976,23,3685.1,3687.2,
attempt,openai,gpt-5-chat-latest,Place_Dot,path2.png,4,976,23,1666.5,1668.5,
attempt,openai,gpt-5-chat-latest,Place_Dot,path5.png,5,977,23,2551.7,2553.6,
attempt,openai,gpt-5-chat-latest,Place_Dot,path7.png,6,975,23,1523.9,1525.1,
attempt,openai,gpt-5-chat-latest,Place_Dot,path1.png,7,976,23,3220.5,3222.2,
attempt,openai,gpt-5-chat-latest,Place_Dot,path6.png,8,979,23,1955.0,1956.4,
attempt,openai,gpt-5-chat-latest,Place_Dot,path9.png,9,976,23,1442.3,1444.0,
attempt,openai,gpt-5-chat-latest,Place_Dot,path3.png,10,977,23,2460.3,2462.5,
summary,openai,gpt-5-chat-latest,Place_Dot,,10,9772,230,,22090.2,
