phase,provider,model,type,puzzle_id,attempt_idx,tokens_in,tokens_out,ttft_ms,e2e_ms,reasoning
attempt,gemini,gemini-2.5-flash,Rotation_Match,puzzle_sad_cat_direction_2.json,6,792,66,6807.6,6807.6,
attempt,gemini,gemini-2.5-flash,Rotation_Match,puzzle_sad_cat_direction_6.json,7,787,92,7366.6,7366.6,
attempt,gemini,gemini-2.5-flash,Rotation_Match,puzzle_sad_cat_direction_3.json,8,788,106,9206.5,9206.5,
attempt,gemini,gemini-2.5-flash,Rotation_Match,puzzle_hungry_cat_direction_6.json,9,790,96,7845.2,7845.2,
attempt,gemini,gemini-2.5-flash,Rotation_Match,puzzle_sad_cat_direction_5.json,10,789,75,7397.2,7397.2,
summary,gemini,gemini-2.5-flash,Rotation_Match,,10,7895,913,,72548.0,
attempt,gemini,gemini-2.5-flash,Pick_Area,image5.jpg,1,522,70,7755.3,7755.3,
attempt,gemini,gemini-2.5-flash,Pick_Area,image7.jpg,2,520,60,9334.0,9334.0,
summary,gemini,gemini-2.5-flash,Pick_Area,image7.jpg,2,1042,130,,17089.3,
attempt,gemini,gemini-2.5-flash,Unusual_Detection,unusual7.jpg,1,518,45,5111.9,5111.9,
summary,gemini,gemini-2.5-flash,Unusual_Detection,unusual7.jpg,1,518,45,,5111.9,
attempt,gemini,gemini-2.5-flash,Select_Animal,image2.jpg,1,503,42,3808.7,3808.7,
summary,gemini,gemini-2.5-flash,Select_Animal,image2.jpg,1,503,42,,3808.7,
attempt,gemini,gemini-2.5-flash,Coordinates,coordinate_sample6.jpg,1,2303,33,3687.5,3687.5,
summary,gemini,gemini-2.5-flash,Coordinates,coordinate_sample6.jpg,1,2303,33,,3687.5,
attempt,gemini,gemini-2.5-flash,Misleading_Click,image10.jpg,1,518,93,6197.5,6197.5,
summary,gemini,gemini-2.5-flash,Misleading_Click,image10.jpg,1,518,93,,6197.5,
attempt,gemini,gemini-2.5-flash,Image_Matching,ground_image8.jpg,1,1826,43,7041.0,7041.0,
summary,gemini,gemini-2.5-flash,Image_Matching,ground_image8.jpg,1,1826,43,,7041.0,
attempt,gemini,gemini-2.5-flash,Dice_Count,dice10.jpg,1,645,138,9278.1,9278.1,
summary,gemini,gemini-2.5-flash,Dice_Count,dice10.jpg,1,645,138,,9278.1,
attempt,gemini,gemini-2.5-flash,Bingo,bingo8.jpg,1,526,60,9628.1,9628.1,
attempt,gemini,gemini-2.5-flash,Bingo,bingo4.jpg,2,528,61,6976.6,6976.6,
summary,gemini,gemini-2.5-flash,Bingo,bingo4.jpg,2,1054,121,,16604.7,
attempt,gemini,gemini-2.5-flash,Patch_Select,image5.jpg,1,525,49,2399.9,2399.9,
attempt,gemini,gemini-2.5-flash,Patch_Select,image8.jpg,2,531,50,5679.8,5679.8,
attempt,gemini,gemini-2.5-flash,Patch_Select,image6.jpg,3,534,55,5916.9,5916.9,
attempt,gemini,gemini-2.5-flash,Patch_Select,image1.jpg,4,526,63,6076.5,6076.5,
attempt,gemini,gemini-2.5-flash,Patch_Select,image10.jpg,5,531,57,4255.9,4255.9,
attempt,gemini,gemini-2.5-flash,Patch_Select,image2.jpg,6,528,81,4227.2,4227.2,
attempt,gemini,gemini-2.5-flash,Patch_Select,image4.jpg,7,530,62,4373.6,4373.6,
attempt,gemini,gemini-2.5-flash,Patch_Select,image9.jpg,8,524,68,6350.1,6350.1,
attempt,gemini,gemini-2.5-flash,Patch_Select,image3.jpg,9,525,36,5962.7,5962.7,
attempt,gemini,gemini-2.5-flash,Patch_Select,image7.jpg,10,526,75,5388.8,5388.8,
summary,gemini,gemini-2.5-flash,Patch_Select,,10,5280,596,,50631.4,
attempt,gemini,gemini-2.5-flash,Geometry_Click,geetest_000003.jpg,1,552,55,4368.9,4368.9,
attempt,gemini,gemini-2.5-flash,Geometry_Click,dingxiang_000005.jpg,2,561,57,6137.8,6137.8,
attempt,gemini,gemini-2.5-flash,Geometry_Click,vtt_000005.jpg,3,554,58,4899.5,4899.5,
attempt,gemini,gemini-2.5-flash,Geometry_Click,geetest_000001.jpg,4,556,60,6387.6,6387.6,
attempt,gemini,gemini-2.5-flash,Geometry_Click,geetest_000004.jpg,5,557,64,5864.7,5864.7,
attempt,gemini,gemini-2.5-flash,Geometry_Click,dingxiang_000002.jpg,6,555,54,2771.8,2771.8,
summary,gemini,gemini-2.5-flash,Geometry_Click,dingxiang_000002.jpg,6,3335,348,,30430.2,
attempt,gemini,gemini-2.5-flash,Object_Match,example6.jpg,1,1787,51,11313.1,11313.1,
summary,gemini,gemini-2.5-flash,Object_Match,example6.jpg,1,1787,51,,11313.1,
attempt,gemini,gemini-2.5-flash,Image_Recognition,images9,1,2584,55,2721.3,2721.3,
summary,gemini,gemini-2.5-flash,Image_Recognition,images9,1,2584,55,,2721.3,
attempt,gemini,gemini-2.5-flash,Click_Order,image9.jpg,1,791,112,4037.3,4037.3,
attempt,gemini,gemini-2.5-flash,Click_Order,image7.jpg,2,795,114,7682.0,7682.0,
attempt,gemini,gemini-2.5-flash,Click_Order,image1.jpg,3,797,114,3227.0,3227.0,
attempt,gemini,gemini-2.5-flash,Click_Order,image5.jpg,4,795,54,6082.0,6082.0,
attempt,gemini,gemini-2.5-flash,Click_Order,image4.jpg,5,794,103,7349.3,7349.3,
attempt,gemini,gemini-2.5-flash,Click_Order,image10.jpg,6,795,108,3480.6,3480.6,
attempt,gemini,gemini-2.5-flash,Click_Order,image2.jpg,7,795,120,5005.3,5005.3,
attempt,gemini,gemini-2.5-flash,Click_Order,image6.jpg,8,794,86,5239.7,5239.7,
attempt,gemini,gemini-2.5-flash,Click_Order,image8.jpg,9,795,109,3196.1,3196.1,
attempt,gemini,gemini-2.5-flash,Click_Order,image3.jpg,10,800,104,4615.7,4615.7,
summary,gemini,gemini-2.5-flash,Click_Order,,10,7951,1024,,49915.0,
