schema_version,run_id,evidence_row_id,evidence_mode,provider,model,provider_model,task_type,task_family,evidence_origin,source_kind,source_provenance_class,source_provenance_notes,provenance_caveat,real_external_evidence,sample_count,attempt_count,success_count,original_rate,corrected_static_rate,corrected_adaptive_rate,adaptive_success_at_3,adaptive_success_at_5,bernoulli_success_at_3,bernoulli_success_at_5,round_count,attempt_budget_k,intermediate_budget_k,memory_isolation,ci_low,ci_high,ci_method,ci_note,agreement_status,diverges_from_original,divergence_reason,scientific_wrong_count,protocol_failure_count,infrastructure_failure_count,claim_boundary_note,claim_effect,direct_evidence,adaptive_hard_scope_evidence,contextual_sota_only,claim_use,source_artifact_path,selected_manifest_path,adaptive_scope_rationale
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5-Relation_Match-static,static,openai,gpt-5,openai/gpt-5,Relation_Match,Relational Matching,new_category,open_source_dataset,preferred_real_external,"Offline geetest image, question, detection, and answer-id metadata extracted from the VIPER_code Zenodo artifact; no live CAPTCHA service or browser workflow is used.",,True,30,30,0,,0.0,,,,,,0,0,0,,1.3877787807814457e-17,0.11351339317396869,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,30,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5-Symbol_Count-static,static,openai,gpt-5,openai/gpt-5,Symbol_Count,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs occluded-pattern counting samples normalized into the existing single-integer Symbol_Count contract.,,True,30,30,1,,0.03333333333333333,,,,,,0,0,0,,0.005908590381612441,0.16670390991409167,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,29,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5.1_medium-Hole_Counting-static,static,openai,gpt-5.1_medium,openai/gpt-5.1_medium,Hole_Counting,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs hole-counting grid-select samples added as an additional Phase 04.2 new category per user direction.,,True,20,20,0,,0.0,,,,,,0,0,0,,0.0,0.16112515805281927,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,20,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5.1_medium-Relation_Match-static,static,openai,gpt-5.1_medium,openai/gpt-5.1_medium,Relation_Match,Relational Matching,new_category,open_source_dataset,preferred_real_external,"Offline geetest image, question, detection, and answer-id metadata extracted from the VIPER_code Zenodo artifact; no live CAPTCHA service or browser workflow is used.",,True,30,30,5,,0.16666666666666666,,,,,,0,0,0,,0.0733654237184855,0.3356435050641603,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,25,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5.1_medium-Symbol_Count-static,static,openai,gpt-5.1_medium,openai/gpt-5.1_medium,Symbol_Count,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs occluded-pattern counting samples normalized into the existing single-integer Symbol_Count contract.,,True,30,30,3,,0.1,,,,,,0,0,0,,0.034599888747334204,0.2562108257918408,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,27,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5.1_none-Hole_Counting-static,static,openai,gpt-5.1_none,openai/gpt-5.1_none,Hole_Counting,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs hole-counting grid-select samples added as an additional Phase 04.2 new category per user direction.,,True,20,20,0,,0.0,,,,,,0,0,0,,0.0,0.16112515805281927,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,20,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5.1_none-Relation_Match-static,static,openai,gpt-5.1_none,openai/gpt-5.1_none,Relation_Match,Relational Matching,new_category,open_source_dataset,preferred_real_external,"Offline geetest image, question, detection, and answer-id metadata extracted from the VIPER_code Zenodo artifact; no live CAPTCHA service or browser workflow is used.",,True,30,30,2,,0.06666666666666667,,,,,,0,0,0,,0.018477023791270406,0.21323458362616915,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,28,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5.1_none-Symbol_Count-static,static,openai,gpt-5.1_none,openai/gpt-5.1_none,Symbol_Count,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs occluded-pattern counting samples normalized into the existing single-integer Symbol_Count contract.,,True,30,30,1,,0.03333333333333333,,,,,,0,0,0,,0.005908590381612441,0.16670390991409167,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,29,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openrouter-qwen_qwen3-vl-235b-a22b-instruct-Hole_Counting-static,static,openrouter,qwen_qwen3-vl-235b-a22b-instruct,openrouter/qwen_qwen3-vl-235b-a22b-instruct,Hole_Counting,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs hole-counting grid-select samples added as an additional Phase 04.2 new category per user direction.,,True,20,20,0,,0.0,,,,,,0,0,0,,0.0,0.16112515805281927,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,20,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openrouter-qwen_qwen3-vl-235b-a22b-instruct-Relation_Match-static,static,openrouter,qwen_qwen3-vl-235b-a22b-instruct,openrouter/qwen_qwen3-vl-235b-a22b-instruct,Relation_Match,Relational Matching,new_category,open_source_dataset,preferred_real_external,"Offline geetest image, question, detection, and answer-id metadata extracted from the VIPER_code Zenodo artifact; no live CAPTCHA service or browser workflow is used.",,True,30,30,3,,0.1,,,,,,0,0,0,,0.034599888747334204,0.2562108257918408,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,27,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openrouter-qwen_qwen3-vl-235b-a22b-instruct-Symbol_Count-static,static,openrouter,qwen_qwen3-vl-235b-a22b-instruct,openrouter/qwen_qwen3-vl-235b-a22b-instruct,Symbol_Count,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs occluded-pattern counting samples normalized into the existing single-integer Symbol_Count contract.,,True,30,30,0,,0.0,,,,,,0,0,0,,1.3877787807814457e-17,0.11351339317396869,wilson_95,Wilson interval over corrected static attempts.,inconclusive,False,Original or corrected rate is unavailable.,29,1,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. This row supports the structural-hardness claim within scope.",supports_structural_hardness,True,False,False,main_body_direct_evidence,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5_medium-Click_Order-adaptive,adaptive,openai,gpt-5_medium,openai/gpt-5_medium,Click_Order,Ordering,supplemented_category,original_captchaworld_hard_scope,original_hard_task_context,Original hard-task adaptive scope; not corrected direct expanded static sidecar evidence.,"Original hard-task adaptive context, reported separately from corrected three-category expanded static evidence.",False,10,15,1,0.1,,0.2,0.2,0.2,0.2709999999999999,0.40950999999999993,5,5,3,five_memory_isolated_rounds,0.03622410863243025,0.6244653702374745,wilson_95,"Wilson interval over five memory-isolated adaptive rounds. Treat as an observed round-level interval, not a precise single-session probability estimate.",supports_original,False,,22,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. Adaptive rows are five memory-isolated hard-scope rounds, not precise probability estimates.",supports_structural_hardness,False,True,False,main_body_caveated,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,"Since most recognition-oriented tasks are already solved reliably under the non-adaptive setting, adaptive feedback would mainly introduce ceiling effects and provide limited additional insight. We therefore focus on the hard and boundary-hard task types, where adaptive memory has the greatest potential to change the security conclusion. This is the Phase 04.2 ceiling-effect rationale."
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5_medium-Dice_Count-adaptive,adaptive,openai,gpt-5_medium,openai/gpt-5_medium,Dice_Count,Counting,supplemented_category,original_captchaworld_hard_scope,original_hard_task_context,Original hard-task adaptive scope; not corrected direct expanded static sidecar evidence.,"Original hard-task adaptive context, reported separately from corrected three-category expanded static evidence.",False,9,15,1,0.0,,0.2,0.2,,0.0,0.0,5,5,3,five_memory_isolated_rounds,0.03622410863243025,0.6244653702374745,wilson_95,"Wilson interval over five memory-isolated adaptive rounds. Treat as an observed round-level interval, not a precise single-session probability estimate.",supports_original,False,,14,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. Adaptive rows are five memory-isolated hard-scope rounds, not precise probability estimates.",supports_structural_hardness,False,True,False,main_body_caveated,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,"Since most recognition-oriented tasks are already solved reliably under the non-adaptive setting, adaptive feedback would mainly introduce ceiling effects and provide limited additional insight. We therefore focus on the hard and boundary-hard task types, where adaptive memory has the greatest potential to change the security conclusion. This is the Phase 04.2 ceiling-effect rationale."
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5_medium-Hole_Counting-adaptive,adaptive,openai,gpt-5_medium,openai/gpt-5_medium,Hole_Counting,Counting,new_category,open_source_dataset,preferred_real_external,Real external NextGen-CAPTCHAs hole-counting grid-select samples added as an additional Phase 04.2 new category per user direction.,,True,20,15,0,0.0,,0.0,0.0,0.0,0.0,0.0,5,5,3,five_memory_isolated_rounds,0.0,0.43448246478317465,wilson_95,"Wilson interval over five memory-isolated adaptive rounds. Treat as an observed round-level interval, not a precise single-session probability estimate.",supports_original,False,,25,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. Adaptive rows are five memory-isolated hard-scope rounds, not precise probability estimates.",supports_structural_hardness,False,True,False,main_body_caveated,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,"Since most recognition-oriented tasks are already solved reliably under the non-adaptive setting, adaptive feedback would mainly introduce ceiling effects and provide limited additional insight. We therefore focus on the hard and boundary-hard task types, where adaptive memory has the greatest potential to change the security conclusion. This is the Phase 04.2 ceiling-effect rationale."
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5_medium-Patch_Select-adaptive,adaptive,openai,gpt-5_medium,openai/gpt-5_medium,Patch_Select,Spatial Selection,supplemented_category,original_captchaworld_hard_scope,original_hard_task_context,Original hard-task adaptive scope; not corrected direct expanded static sidecar evidence.,"Original hard-task adaptive context, reported separately from corrected three-category expanded static evidence.",False,10,15,2,0.3,,0.4,0.4,0.4,0.657,0.8319300000000001,5,5,3,five_memory_isolated_rounds,0.117620774232648,0.7692757187239869,wilson_95,"Wilson interval over five memory-isolated adaptive rounds. Treat as an observed round-level interval, not a precise single-session probability estimate.",diverges_from_original,True,Corrected Phase 04.2 evidence crosses the 40% reporting heuristic in the opposite direction from the original Exp2 rate.,17,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. Adaptive rows are five memory-isolated hard-scope rounds, not precise probability estimates.",weakens_structural_hardness,False,True,False,main_body_caveated,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,"Since most recognition-oriented tasks are already solved reliably under the non-adaptive setting, adaptive feedback would mainly introduce ceiling effects and provide limited additional insight. We therefore focus on the hard and boundary-hard task types, where adaptive memory has the greatest potential to change the security conclusion. This is the Phase 04.2 ceiling-effect rationale."
cognition.revision.phase042.final_evidence.v1,exp5_final_outputs_20260522,exp5_evidence_analysis-openai-gpt-5_medium-Pick_Area-adaptive,adaptive,openai,gpt-5_medium,openai/gpt-5_medium,Pick_Area,unknown,supplemented_category,original_captchaworld_hard_scope,original_hard_task_context,Original hard-task adaptive scope; not corrected direct expanded static sidecar evidence.,"Original hard-task adaptive context, reported separately from corrected three-category expanded static evidence.",False,30,15,2,0.2,,0.4,0.4,0.6,0.4879999999999999,0.6723199999999999,5,5,3,five_memory_isolated_rounds,0.117620774232648,0.7692757187239869,wilson_95,"Wilson interval over five memory-isolated adaptive rounds. Treat as an observed round-level interval, not a precise single-session probability estimate.",diverges_from_original,True,Corrected Phase 04.2 evidence crosses the 40% reporting heuristic in the opposite direction from the original Exp2 rate.,14,0,0,"Corrected Phase 04.2 evidence uses the 40% reporting heuristic only for claim-boundary reporting, not as a universal CAPTCHA security boundary. Adaptive rows are five memory-isolated hard-scope rounds, not precise probability estimates.",weakens_structural_hardness,False,True,False,main_body_caveated,results/exp5/evidence_analysis/exp5_evidence_analysis.json,expanded_captcha_data/phase04_2/phase042_selected_manifest.json,"Since most recognition-oriented tasks are already solved reliably under the non-adaptive setting, adaptive feedback would mainly introduce ceiling effects and provide limited additional insight. We therefore focus on the hard and boundary-hard task types, where adaptive memory has the greatest potential to change the security conclusion. This is the Phase 04.2 ceiling-effect rationale."
